"ANN ARBOR SE, MI US (USC00200228)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
3/21/2009,,44,20,0,0,0
3/22/2009,,51,27,0,0,0
3/23/2009,,56,24,0,0,0
3/24/2009,,46,24,0,0,0
3/25/2009,,52,32,0.08,0,0
3/26/2009,,58,34,0.07,0,0
3/27/2009,,58,27,0,0,0
3/28/2009,,61,27,0,0,0
3/29/2009,,57,30,0.48,0,0
3/30/2009,,46,30,0.17,0.5,0
3/31/2009,,51,30,0,0,0
4/1/2009,,52,33,0.02,0,0
4/2/2009,,57,37,0,0,0
4/3/2009,,66,40,0.35,0,0
4/4/2009,,47,32,0.04,0,0
4/5/2009,,53,31,0,0,0
4/6/2009,,49,31,1.01,4.5,4
4/7/2009,,40,28,0.09,1.4,3
4/8/2009,,38,29,0.01,0.2,2
4/9/2009,,52,27,0,0,0
4/10/2009,,59,27,0,0,0
4/11/2009,,56,30,0,0,0
4/12/2009,,53,23,0,0,0
4/13/2009,,54,23,0,0,0
4/14/2009,,45,32,0.11,0,0
4/15/2009,,41,38,0.98,0,0
4/16/2009,,61,28,0.01,0,0
4/17/2009,,67,29,0,0,0
4/18/2009,,72,31,0,0,0
4/19/2009,,75,38,0,0,0
4/20/2009,,52,42,0.95,0,0
4/21/2009,,54,39,0.33,0,0
4/22/2009,,50,37,0.06,0,0
4/23/2009,,55,30,0.02,0,0
4/24/2009,,61,32,0,0,0
4/25/2009,,85,50,0,0,0
4/26/2009,,81,55,0.01,0,0
4/27/2009,,84,56,0.06,0,0
4/28/2009,,82,60,0.16,0,0
4/29/2009,,60,42,0.2,0,0
4/30/2009,,61,44,0,0,0
5/1/2009,,64,51,0.64,0,0
5/2/2009,,67,36,0.01,0,0
5/3/2009,,65,37,0,0,0
5/4/2009,,70,39,0,0,0
5/5/2009,,69,44,0,0,0
5/6/2009,,71,42,0,0,0
5/7/2009,,67,44,0,0,0
5/8/2009,,66,48,0.13,0,0
5/9/2009,,76,52,0.08,0,0
5/10/2009,,65,45,0.02,0,0
5/11/2009,,62,41,0,0,0
5/12/2009,,62,34,0,0,0
5/13/2009,,68,40,0,0,0
5/14/2009,,65,51,0.6,0,0
5/15/2009,,72,40,0,0,0
5/16/2009,,74,45,0.92,0,0
5/17/2009,,67,32,0,0,0
5/18/2009,,60,29,0,0,0
5/19/2009,,69,34,0,0,0
5/20/2009,,75,44,0,0,0
5/21/2009,,84,49,0,0,0
5/22/2009,,83,53,0,0,0
5/23/2009,,74,44,0,0,0
5/24/2009,,81,49,0.09,0,0
5/25/2009,,76,49,0.06,0,0
5/26/2009,,74,51,0,0,0
5/27/2009,,73,56,0.42,0,0
5/28/2009,,82,63,0.28,0,0
5/29/2009,,67,48,0.06,0,0
5/30/2009,,78,41,0.05,0,0
5/31/2009,,74,38,0,0,0
6/1/2009,,68,42,0,0,0
6/2/2009,,78,48,0.22,0,0
6/3/2009,,67,49,0,0,0
6/4/2009,,67,41,0,0,0
6/5/2009,,71,37,0,0,0
6/6/2009,,76,43,0,0,0
6/7/2009,,77,50,0.08,0,0
6/8/2009,,80,52,0.01,0,0
6/9/2009,,76,57,0.37,0,0
6/10/2009,,73,52,0,0,0
6/11/2009,,76,56,0,0,0
6/12/2009,,61,50,1.02,0,0
6/13/2009,,76,49,0.02,0,0
6/14/2009,,68,46,0.03,0,0
6/15/2009,,80,51,0,0,0
6/16/2009,,80,48,0,0,0
6/17/2009,,80,54,0.02,0,0
6/18/2009,,77,58,0.25,0,0
6/19/2009,,80,61,0.43,0,0
6/20/2009,,81,62,1.46,0,0
6/21/2009,,84,61,0,0,0
6/22/2009,,83,59,0,0,0
6/23/2009,,85,60,0,0,0
6/24/2009,,88,64,0,0,0
6/25/2009,,92,69,0,0,0
6/26/2009,,92,64,0.79,0,0
6/27/2009,,83,56,0,0,0
6/28/2009,,84,59,0.01,0,0
6/29/2009,,82,56,0,0,0
6/30/2009,,77,58,0.02,0,0
7/1/2009,,67,58,0,0,0
7/2/2009,,73,55,0.28,0,0
7/3/2009,,66,56,0,0,0
7/4/2009,,74,50,0,0,0
7/5/2009,,75,52,0,0,0
7/6/2009,,81,55,0,0,0
7/7/2009,,80,53,0,0,0
7/8/2009,,73,48,0,0,0
7/9/2009,,77,53,0,0,0
7/10/2009,,83,53,0,0,0
7/11/2009,,84,57,0,0,0
7/12/2009,,85,52,1.19,0,0
7/13/2009,,79,45,0,0,0
7/14/2009,,77,46,0,0,0
7/15/2009,,80,49,0,0,0
7/16/2009,,84,57,0.02,0,0
7/17/2009,,82,61,0,0,0
7/18/2009,,74,52,0,0,0
7/19/2009,,70,50,0,0,0
7/20/2009,,75,54,0,0,0
7/21/2009,,83,54,0,0,0
7/22/2009,,80,59,0,0,0
7/23/2009,,74,63,0.21,0,0
7/24/2009,,78,58,0.28,0,0
7/25/2009,,82,59,0.03,0,0
7/26/2009,,80,59,0.18,0,0
7/27/2009,,78,56,0.02,0,0
7/28/2009,,84,58,0,0,0
7/29/2009,,84,65,0.58,0,0
7/30/2009,,80,52,0.01,0,0
7/31/2009,,79,53,0,0,0
8/1/2009,,80,54,0,0,0
8/2/2009,,81,57,0,0,0
8/3/2009,,77,51,0,0,0
8/4/2009,,81,55,0,0,0
8/5/2009,,85,53,0,0,0
8/6/2009,,78,52,0,0,0
8/7/2009,,80,54,0,0,0
8/8/2009,,80,54,0.08,0,0
8/9/2009,,78,61,1.32,0,0
8/10/2009,,94,67,0.11,0,0
8/11/2009,,87,65,0,0,0
8/12/2009,,83,59,0,0,0
8/13/2009,,82,57,0,0,0
8/14/2009,,86,57,0,0,0
8/15/2009,,88,58,0,0,0
8/16/2009,,88,60,0,0,0
8/17/2009,,91,64,0,0,0
8/18/2009,,82,68,0.08,0,0
8/19/2009,,84,61,0,0,0
8/20/2009,,85,61,0.03,0,0
8/21/2009,,82,61,0.03,0,0
8/22/2009,,79,56,0.16,0,0
8/23/2009,,66,56,0,0,0
8/24/2009,,72,50,0,0,0
8/25/2009,,79,51,0,0,0
8/26/2009,,83,53,0.02,0,0
8/27/2009,,68,54,0.43,0,0
8/28/2009,,72,55,0.21,0,0
8/29/2009,,65,57,1.01,0,0
8/30/2009,,74,51,0.01,0,0
8/31/2009,,68,42,0,0,0
9/1/2009,,70,42,0,0,0
9/2/2009,,75,42,0,0,0
9/3/2009,,78,44,0,0,0
9/4/2009,,78,47,0,0,0
9/5/2009,,79,49,0,0,0
9/6/2009,,80,49,0,0,0
9/7/2009,,81,49,0,0,0
9/8/2009,,74,62,0.42,0,0
9/9/2009,,70,60,0.47,0,0
9/10/2009,,81,58,0,0,0
9/11/2009,,82,55,0,0,0
9/12/2009,,78,51,0,0,0
9/13/2009,,77,47,0,0,0
9/14/2009,,81,49,0,0,0
9/15/2009,,83,59,0,0,0
9/16/2009,,80,51,0,0,0
9/17/2009,,72,45,0,0,0
9/18/2009,,74,42,0,0,0
9/19/2009,,76,41,0,0,0
9/20/2009,,73,41,0,0,0
9/21/2009,,77,47,0.14,0,0
9/22/2009,,78,67,0.01,0,0
9/23/2009,,81,66,0.02,0,0
9/24/2009,,76,58,0,0,0
9/25/2009,,74,51,0,0,0
9/26/2009,,74,52,0.02,0,0
9/27/2009,,70,52,0,0,0
9/28/2009,,73,52,0.32,0,0
9/29/2009,,57,47,0.43,0,0
9/30/2009,,62,44,0.02,0,0
10/1/2009,,57,30,0,0,0
10/2/2009,,63,31,0.21,0,0
10/3/2009,,61,48,0.42,0,0
10/4/2009,,59,48,0.13,0,0
10/5/2009,,60,41,0.15,0,0
10/6/2009,,60,38,0,0,0
10/7/2009,,59,38,0.17,0,0
10/8/2009,,60,35,0,0,0
10/9/2009,,59,37,0.19,0,0
10/10/2009,,52,40,0.65,0,0
10/11/2009,,56,27,0,0,0
10/12/2009,,49,30,0,0,0
10/13/2009,,51,39,0.01,0,0
10/14/2009,,50,30,0,0,0
10/15/2009,,46,37,0,0,0
10/16/2009,,47,32,0.05,0,0
10/17/2009,,48,30,0,0,0
10/18/2009,,48,27,0,0,0
10/19/2009,,54,26,0,0,0
10/20/2009,,62,33,0,0,0
10/21/2009,,66,42,0.3,0,0
10/22/2009,,71,51,0,0,0
10/23/2009,,64,43,0.27,0,0
10/24/2009,,60,46,0.84,0,0
10/25/2009,,49,33,0.04,0,0
10/26/2009,,62,35,0.01,0,0
10/27/2009,,67,40,0,0,0
10/28/2009,,57,49,0.15,0,0
10/29/2009,,62,38,0,0,0
10/30/2009,,60,46,0.06,0,0
10/31/2009,,71,47,0.45,0,0
11/1/2009,,51,35,0,0,0
11/2/2009,,52,30,0,0,0
11/3/2009,,54,34,0.03,0,0
11/4/2009,,48,26,0,0,0
11/5/2009,,48,32,0.01,0,0
11/6/2009,,50,23,0.01,0,0
11/7/2009,,53,23,0,0,0
11/8/2009,,67,35,0,0,0
11/9/2009,,69,35,0,0,0
11/10/2009,,67,45,0.06,0,0
11/11/2009,,56,31,0,0,0
11/12/2009,,55,26,0,0,0
11/13/2009,,54,26,0,0,0
11/14/2009,,60,31,0,0,0
11/15/2009,,67,36,0,0,0
11/16/2009,,56,41,0,0,0
11/17/2009,,46,35,0,0,0
11/18/2009,,52,35,0,0,0
11/19/2009,,56,40,0.17,0,0
11/20/2009,,48,41,0,0,0
11/21/2009,,48,42,0,0,0
11/22/2009,,56,31,0,0,0
11/23/2009,,50,34,0,0,0
11/24/2009,,50,41,0.01,0,0
11/25/2009,,49,44,0.12,0,0
11/26/2009,,50,37,0.1,0,0
11/27/2009,,39,31,0.13,0.2,0
11/28/2009,,37,26,0,0,0
11/29/2009,,50,26,0,0,0
11/30/2009,,48,27,0.18,0,0
12/1/2009,,39,31,0,0,0
12/2/2009,,49,29,0,0,0
12/3/2009,,43,28,0.82,0,0
12/4/2009,,43,24,0.01,0,0
12/5/2009,,32,14,0,0,0
12/6/2009,,29,14,0,0,0
12/7/2009,,38,20,0,0,0
12/8/2009,,33,23,0.01,0.2,0
12/9/2009,,39,24,0.75,2.6,2
12/10/2009,,39,15,0.05,1.2,1
12/11/2009,,16,11,0.01,0.2,1
12/12/2009,,24,13,0,0,1
12/13/2009,,39,15,0.29,0.3,0
12/14/2009,,37,33,0.01,0,0
12/15/2009,,40,33,0.05,0,0
12/16/2009,,34,17,0.02,0.2,0
12/17/2009,,26,11,0,0,0
12/18/2009,,31,13,0,0,0
12/19/2009,,37,27,0.1,0.9,1
12/20/2009,,32,18,0.07,0.6,2
12/21/2009,,36,21,0.02,0.4,2
12/22/2009,,31,27,0,0,2
12/23/2009,,33,15,0,0,1
12/24/2009,,34,14,0,0,1
12/25/2009,,35,26,0.22,0,1
12/26/2009,,40,26,0.59,0.1,0
12/27/2009,,35,26,0.06,1.1,1
12/28/2009,,29,19,0.07,1,1
12/29/2009,,30,16,0.09,1.1,2
12/30/2009,,27,10,0,0,2
12/31/2009,,32,17,0.1,1.4,3
1/1/2010,,35,21,0.02,0.4,2
1/2/2010,,26,11,0,0.1,2
1/3/2010,,14,5,0,0,2
1/4/2010,,23,7,0.05,1.3,3
1/5/2010,,25,19,0.02,0.4,3
1/6/2010,,27,22,0.02,0.2,2
1/7/2010,,29,24,0,0,2
1/8/2010,,24,20,0.36,4,6
1/9/2010,,24,11,0,0,6
1/10/2010,,27,2,0,0,5
1/11/2010,,30,12,0.02,0.3,6
1/12/2010,,24,16,0.07,1,6
1/13/2010,,27,15,0,0,6
1/14/2010,,33,23,0,0,5
1/15/2010,,39,23,0,0,3
1/16/2010,,35,29,0,0,3
1/17/2010,,35,25,0,0,3
1/18/2010,,34,21,0,0,3
1/19/2010,,32,27,0,0,3
1/20/2010,,35,26,0,0,3
1/21/2010,,32,18,0,0,3
1/22/2010,,37,21,0,0,2
1/23/2010,,38,30,0,0,2
1/24/2010,,39,32,0.1,0,1
1/25/2010,,47,34,0.22,0,0
1/26/2010,,34,22,0.02,0.4,0
1/27/2010,,26,16,0.04,0.6,1
1/28/2010,,28,16,0.05,0.9,1
1/29/2010,,17,4,0,0,0
1/30/2010,,22,5,0,0,0
1/31/2010,,24,8,0,0,0
2/1/2010,,29,7,0,0,0
2/2/2010,,27,8,0.01,0.1,0
2/3/2010,,31,22,0.11,2.4,2
2/4/2010,,34,14,0.01,0.3,1
2/5/2010,,33,14,0,0,0
2/6/2010,,31,20,0.02,0.3,0
2/7/2010,,29,16,0,0,0
2/8/2010,,34,8,0,0.1,0
2/9/2010,,36,8,0.01,0.1,0
2/10/2010,,26,22,0.62,8.7,8
2/11/2010,,27,23,0.02,0.3,7
2/12/2010,,29,19,0,0,6
2/13/2010,,29,18,0.01,0.2,5
2/14/2010,,30,18,0.02,0.4,5
2/15/2010,,34,25,0,0,4
2/16/2010,,31,22,0.03,0.4,4
2/17/2010,,32,23,0.04,1.1,5
2/18/2010,,35,25,0,0,4
2/19/2010,,40,23,0,0,4
2/20/2010,,40,21,0,0,3
2/21/2010,,43,21,0,0,2
2/22/2010,,46,29,0.62,6.9,8
2/23/2010,,32,28,0.2,2.1,10
2/24/2010,,36,19,0.02,0.5,9
2/25/2010,,34,19,0.26,4.1,12
2/26/2010,,27,19,0.05,0.4,11
2/27/2010,,30,25,0.28,2.7,12
2/28/2010,,37,29,0.02,0.2,10
3/1/2010,,44,31,0,0,8
3/2/2010,,43,20,0,0,7
3/3/2010,,41,25,0,0,6
3/4/2010,,42,21,0,0,6
3/5/2010,,43,16,0,0,5
3/6/2010,,45,18,0,0,4
3/7/2010,,47,20,0,0,3
3/8/2010,,50,21,0,0,2
3/9/2010,,55,22,0,0,0
3/10/2010,,58,26,0.01,0,0
3/11/2010,,56,36,0,0,0
3/12/2010,,64,39,0.49,0,0
3/13/2010,,56,45,0.11,0,0
3/14/2010,,45,36,0.35,0,0
3/15/2010,,42,36,0.03,0,0
3/16/2010,,55,28,0,0,0
3/17/2010,,64,26,0,0,0
3/18/2010,,66,26,0,0,0
3/19/2010,,66,37,0,0,0
3/20/2010,,66,35,0,0,0
3/21/2010,,44,31,0.01,0,0
3/22/2010,,53,32,0,0,0
3/23/2010,,47,37,0.11,0,0
3/24/2010,,57,31,0,0,0
3/25/2010,,60,32,0.01,0,0
3/26/2010,,46,20,0.12,0,0
3/27/2010,,42,21,0,0,0
3/28/2010,,50,23,0,0,0
3/29/2010,,45,34,0.35,0,0
3/30/2010,,46,23,0,0,0
3/31/2010,,58,23,0,0,0
4/1/2010,,73,32,0,0,0
4/2/2010,,78,48,0,0,0
4/3/2010,,78,46,0,0,0
4/4/2010,,75,31,0.02,0,0
4/5/2010,,71,31,0.04,0,0
4/6/2010,,74,47,0.2,0,0
4/7/2010,,79,53,0.08,0,0
4/8/2010,,65,52,0.77,0,0
4/9/2010,,52,34,0,0,0
4/10/2010,,48,25,0,0,0
4/11/2010,,69,25,0,0,0
4/12/2010,,67,29,0,0,0
4/13/2010,,64,30,0.17,0,0
4/14/2010,,57,41,0.03,0,0
4/15/2010,,67,41,0,0,0
4/16/2010,,83,48,0,0,0
4/17/2010,,69,37,0,0,0
4/18/2010,,47,32,0,0,0
4/19/2010,,52,29,0,0,0
4/20/2010,,64,31,0,0,0
4/21/2010,,64,33,0,0,0
4/22/2010,,71,34,0,0,0
4/23/2010,,62,31,0,0,0
4/24/2010,,65,34,0,0,0
4/25/2010,,64,50,0.67,0,0
4/26/2010,,53,45,0.47,0,0
4/27/2010,,65,34,0.01,0,0
4/28/2010,,55,29,0,0,0
4/29/2010,,61,30,0,0,0
4/30/2010,,66,32,0.02,0,0
5/1/2010,,81,52,0.41,0,0
5/2/2010,,72,61,0.72,0,0
5/3/2010,,76,53,0.33,0,0
5/4/2010,,75,47,0.04,0,0
5/5/2010,,74,50,0,0,0
5/6/2010,,78,48,0.03,0,0
5/7/2010,,66,46,0.01,0,0
5/8/2010,,61,45,0.98,0,0
5/9/2010,,51,32,0.05,0,0
5/10/2010,,56,30,0,0,0
5/11/2010,,60,37,0.17,0,0
5/12/2010,,46,42,0.96,0,0
5/13/2010,,51,43,0.04,0,0
5/14/2010,,69,45,0.6,0,0
5/15/2010,,69,43,0,0,0
5/16/2010,,66,41,0,0,0
5/17/2010,,67,44,0,0,0
5/18/2010,,65,49,0.51,0,0
5/19/2010,,60,41,0.05,0,0
5/20/2010,,75,41,0,0,0
5/21/2010,,82,49,0,0,0
5/22/2010,,75,58,1.24,0,0
5/23/2010,,75,52,0,0,0
5/24/2010,,85,55,0,0,0
5/25/2010,,85,56,0,0,0
5/26/2010,,85,58,0,0,0
5/27/2010,,89,60,0,0,0
5/28/2010,,86,58,0,0,0
5/29/2010,,86,56,0,0,0
5/30/2010,,86,55,0,0,0
5/31/2010,,89,58,0,0,0
6/1/2010,,87,63,1.56,0,0
6/2/2010,,82,56,0,0,0
6/3/2010,,75,59,0.71,0,0
6/4/2010,,76,57,0,0,0
6/5/2010,,83,61,0.18,0,0
6/6/2010,,79,59,3.53,0,0
6/7/2010,,70,48,0.08,0,0
6/8/2010,,70,45,0,0,0
6/9/2010,,72,50,0.26,0,0
6/10/2010,,80,58,0.01,0,0
6/11/2010,,78,60,0,0,0
6/12/2010,,83,62,0.01,0,0
6/13/2010,,87,65,0,0,0
6/14/2010,,75,63,0.01,0,0
6/15/2010,,80,64,0,0,0
6/16/2010,,81,64,0.06,0,0
6/17/2010,,80,61,0,0,0
6/18/2010,,79,54,0,0,0
6/19/2010,,89,59,0.69,0,0
6/20/2010,,84,62,0,0,0
6/21/2010,,82,59,0,0,0
6/22/2010,,84,62,0.8,0,0
6/23/2010,,86,65,0,0,0
6/24/2010,,87,65,0.84,0,0
6/25/2010,,80,53,0,0,0
6/26/2010,,82,56,0,0,0
6/27/2010,,86,64,0.01,0,0
6/28/2010,,85,66,0.27,0,0
6/29/2010,,84,55,0,0,0
6/30/2010,,72,45,0,0,0
7/1/2010,,73,47,0,0,0
7/2/2010,,77,47,0,0,0
7/3/2010,,82,52,0,0,0
7/4/2010,,86,55,0,0,0
7/5/2010,,92,61,0,0,0
7/6/2010,,92,66,0,0,0
7/7/2010,,92,68,0,0,0
7/8/2010,,95,69,0,0,0
7/9/2010,,92,71,0.13,0,0
7/10/2010,,83,61,0,0,0
7/11/2010,,89,60,0,0,0
7/12/2010,,88,62,0.35,0,0
7/13/2010,,84,65,0,0,0
7/14/2010,,84,62,0.31,0,0
7/15/2010,,88,65,0,0,0
7/16/2010,,91,63,0.08,0,0
7/17/2010,,87,65,0,0,0
7/18/2010,,89,61,0,0,0
7/19/2010,,90,63,0.31,0,0
7/20/2010,,84,64,2.05,0,0
7/21/2010,,83,64,0,0,0
7/22/2010,,87,58,0,0,0
7/23/2010,,84,61,0.25,0,0
7/24/2010,,91,71,1.82,0,0
7/25/2010,,87,71,0.87,0,0
7/26/2010,,81,58,0,0,0
7/27/2010,,83,59,0,0,0
7/28/2010,,86,61,0,0,0
7/29/2010,,89,59,0.81,0,0
7/30/2010,,80,57,0,0,0
7/31/2010,,82,58,0.01,0,0
8/1/2010,,78,63,0.02,0,0
8/2/2010,,85,61,0,0,0
8/3/2010,,87,63,0,0,0
8/4/2010,,85,67,0,0,0
8/5/2010,,88,67,0,0,0
8/6/2010,,86,59,0,0,0
8/7/2010,,81,52,0,0,0
8/8/2010,,83,54,0,0,0
8/9/2010,,86,64,0,0,0
8/10/2010,,82,65,0.08,0,0
8/11/2010,,90,66,0,0,0
8/12/2010,,84,70,1.54,0,0
8/13/2010,,87,68,0,0,0
8/14/2010,,88,69,0,0,0
8/15/2010,,84,70,0,0,0
8/16/2010,,90,62,0,0,0
8/17/2010,,80,55,0,0,0
8/18/2010,,83,56,0.01,0,0
8/19/2010,,81,59,0.01,0,0
8/20/2010,,87,60,0,0,0
8/21/2010,,88,63,0,0,0
8/22/2010,,71,64,0.35,0,0
8/23/2010,,80,64,0,0,0
8/24/2010,,76,59,0,0,0
8/25/2010,,80,60,0,0,0
8/26/2010,,79,51,0,0,0
8/27/2010,,75,47,0,0,0
8/28/2010,,81,48,0,0,0
8/29/2010,,86,53,0,0,0
8/30/2010,,93,56,0,0,0
8/31/2010,,93,65,0,0,0
9/1/2010,,92,64,0,0,0
9/2/2010,,91,65,0.02,0,0
9/3/2010,,79,67,0.15,0,0
9/4/2010,,76,52,0.06,0,0
9/5/2010,,66,42,0,0,0
9/6/2010,,73,42,0.03,0,0
9/7/2010,,75,55,0.02,0,0
9/8/2010,,86,54,0,0,0
9/9/2010,,69,46,0,0,0
9/10/2010,,70,42,0,0,0
9/11/2010,,68,43,0,0,0
9/12/2010,,67,48,0.22,0,0
9/13/2010,,76,52,0,0,0
9/14/2010,,80,48,0,0,0
9/15/2010,,74,46,0,0,0
9/16/2010,,75,46,0.65,0,0
9/17/2010,,74,47,0.3,0,0
9/18/2010,,68,47,0,0,0
9/19/2010,,71,50,0.05,0,0
9/20/2010,,71,55,0,0,0
9/21/2010,,71,55,0,0,0
9/22/2010,,87,55,0.37,0,0
9/23/2010,,76,59,0.02,0,0
9/24/2010,,88,60,0,0,0
9/25/2010,,81,54,0,0,0
9/26/2010,,59,43,0,0,0
9/27/2010,,59,43,0,0,0
9/28/2010,,61,50,0.1,0,0
9/29/2010,,57,43,0.44,0,0
9/30/2010,,73,43,0,0,0
10/1/2010,,72,43,0,0,0
10/2/2010,,66,44,0.16,0,0
10/3/2010,,54,40,0.08,0,0
10/4/2010,,56,40,0,0,0
10/5/2010,,60,40,0,0,0
10/6/2010,,65,39,0,0,0
10/7/2010,,71,41,0,0,0
10/8/2010,,71,38,0,0,0
10/9/2010,,78,38,0,0,0
10/10/2010,,77,47,0,0,0
10/11/2010,,83,47,0,0,0
10/12/2010,,81,45,0,0,0
10/13/2010,,69,41,0,0,0
10/14/2010,,66,43,0.45,0,0
10/15/2010,,63,42,0,0,0
10/16/2010,,61,35,0,0,0
10/17/2010,,65,35,0,0,0
10/18/2010,,66,42,0,0,0
10/19/2010,,59,32,0,0,0
10/20/2010,,60,32,0,0,0
10/21/2010,,66,35,0.24,0,0
10/22/2010,,54,30,0,0,0
10/23/2010,,59,30,0,0,0
10/24/2010,,67,48,0.05,0,0
10/25/2010,,74,52,0.01,0,0
10/26/2010,,73,55,0,0,0
10/27/2010,,69,48,0.15,0,0
10/28/2010,,69,44,0,0,0
10/29/2010,,49,40,0.05,0,0
10/30/2010,,53,36,0,0,0
10/31/2010,,62,32,0,0,0
11/1/2010,,50,24,0,0,0
11/2/2010,,52,24,0,0,0
11/3/2010,,52,22,0,0,0
11/4/2010,,47,22,0.04,0,0
11/5/2010,,50,31,0,0,0
11/6/2010,,40,24,0,0,0
11/7/2010,,45,27,0,0,0
11/8/2010,,54,26,0,0,0
11/9/2010,,63,27,0,0,0
11/10/2010,,63,30,0,0,0
11/11/2010,,57,33,0,0,0
11/12/2010,,65,35,0,0,0
11/13/2010,,68,31,0,0,0
11/14/2010,,61,35,0.08,0,0
11/15/2010,,40,31,0,0,0
11/16/2010,,51,24,0.01,0,0
11/17/2010,,49,24,0.62,0,0
11/18/2010,,54,36,0.03,0,0
11/19/2010,,44,25,0,0,0
11/20/2010,,46,25,0,0,0
11/21/2010,,50,32,0,0,0
11/22/2010,,60,39,0.19,0,0
11/23/2010,,62,41,0.87,0,0
11/24/2010,,43,20,0,0,0
11/25/2010,,40,22,0.35,0,0
11/26/2010,,45,25,0.39,0,0
11/27/2010,,32,24,0,0,0
11/28/2010,,38,21,0,0,0
11/29/2010,,40,21,0,0,0
11/30/2010,,53,23,0.56,0,0
12/1/2010,,55,28,0.07,0.2,0
12/2/2010,,30,24,0.03,0.8,0
12/3/2010,,28,24,0.01,0.2,0
12/4/2010,,33,25,0,0,0
12/5/2010,,31,23,0,0,0
12/6/2010,,30,23,0.01,0.2,0
12/7/2010,,28,21,0.03,0.7,0
12/8/2010,,26,18,0,0.1,0
12/9/2010,,28,8,0.02,0.2,0
12/10/2010,,31,9,0.11,1,1
12/11/2010,,40,20,0,0,0
12/12/2010,,42,21,0.46,0.8,1
12/13/2010,,33,11,0.51,4.5,5
12/14/2010,,14,8,0,0,5
12/15/2010,,22,9,0,0,4
12/16/2010,,27,5,0,0,4
12/17/2010,,26,5,0,0,4
12/18/2010,,28,9,0,0.1,4
12/19/2010,,22,12,0.01,0.1,4
12/20/2010,,25,17,0.01,0.1,4
12/21/2010,,33,20,0,0,4
12/22/2010,,30,22,0.03,0.4,4
12/23/2010,,32,25,0.01,0.3,4
12/24/2010,,32,25,0,0,4
12/25/2010,,30,22,0,0.1,4
12/26/2010,,30,22,0.02,0.2,4
12/27/2010,,28,19,0,0.1,4
12/28/2010,,26,13,0,0,4
12/29/2010,,33,13,0,0,4
12/30/2010,,33,18,0.04,0,3
12/31/2010,,43,33,0.02,0,0
1/1/2011,,52,42,0.47,0,0
1/2/2011,,51,18,0.02,0,0
1/3/2011,,25,16,0,0.1,0
1/4/2011,,36,17,0,0,0
1/5/2011,,36,14,0.04,0.8,1
1/6/2011,,25,18,0.05,1.1,1
1/7/2011,,30,18,0.11,2.1,3
1/8/2011,,23,8,0.07,1.3,3
1/9/2011,,25,9,0,0,2
1/10/2011,,30,7,0,0,2
1/11/2011,,30,12,0,0,2
1/12/2011,,26,21,0.34,3.6,5
1/13/2011,,24,10,0,0,5
1/14/2011,,27,14,0.05,0.8,5
1/15/2011,,26,15,0.12,2,6
1/16/2011,,28,5,0.02,0.3,6
1/17/2011,,22,4,0,0,6
1/18/2011,,35,12,0.07,0,5
1/19/2011,,37,19,0.05,0,3
1/20/2011,,22,12,0.01,0.2,3
1/21/2011,,24,8,0.07,0.8,4
1/22/2011,,17,1,0,0,4
1/23/2011,,16,2,0.04,0.5,4
1/24/2011,,18,-3,0.01,0.2,4
1/25/2011,,30,11,0.08,1.7,6
1/26/2011,,31,25,0,0,5
1/27/2011,,30,25,0,0,5
1/28/2011,,25,21,0.12,1.7,6
1/29/2011,,31,22,0.14,1.8,7
1/30/2011,,29,22,0.02,0.2,7
1/31/2011,,28,4,0,0,7
2/1/2011,,21,10,0.1,1,8
2/2/2011,,22,15,0.86,5.6,11
2/3/2011,,25,1,0.05,1.2,11
2/4/2011,,28,3,0,0,10
2/5/2011,,29,5,0,0,10
2/6/2011,,25,10,0.46,4.2,14
2/7/2011,,32,24,0.06,0.5,14
2/8/2011,,31,9,0.02,0.2,13
2/9/2011,,22,6,0,0,13
2/10/2011,,21,-3,0,0,12
2/11/2011,,19,-5,0,0,12
2/12/2011,,30,3,0.02,0.3,12
2/13/2011,,37,26,0.02,0.4,11
2/14/2011,,46,33,0,0,9
2/15/2011,,43,11,0,0,8
2/16/2011,,37,11,0,0,8
2/17/2011,,50,31,0,0,6
2/18/2011,,54,43,0,0,0
2/19/2011,,51,26,0,0,0
2/20/2011,,39,11,0,0,0
2/21/2011,,33,19,1.45,9.1,9
2/22/2011,,25,11,0.07,1,9
2/23/2011,,28,0,0,0,8
2/24/2011,,29,1,0.14,1,9
2/25/2011,,38,26,0.07,1.7,8
2/26/2011,,34,17,0.05,0.6,8
2/27/2011,,32,17,0.08,1.1,8
2/28/2011,,39,31,0.64,0,6
3/1/2011,,37,13,0,0,5
3/2/2011,,38,15,0,0,4
3/3/2011,,33,12,0,0,4
3/4/2011,,30,18,0.01,0,4
3/5/2011,,46,30,0.68,0,2
3/6/2011,,45,23,0.6,4.3,5
3/7/2011,,35,9,0,0,3
3/8/2011,,40,10,0,0,2
3/9/2011,,45,23,0.06,0,1
3/10/2011,,43,34,0.48,0,0
3/11/2011,,39,28,0.15,1.9,2
3/12/2011,,45,29,0,0,0
3/13/2011,,47,32,0,0,0
3/14/2011,,40,24,0,0,0
3/15/2011,,43,24,0,0,0
3/16/2011,,42,26,0.17,0,0
